formula,g,i,intensity,name,q
C371H589N97O113S3,1,191,290644,c76,8
C371H589N97O113S3,0,191,85898,c76,9
C371H589N97O113S3,1,191,122759,c76,9
C371H589N97O113S3,0,191,62652,c76,10
C385H608N100O120S3,-1,191,128210,c79,7
C385H608N100O120S3,3,191,156281,c79,7
C385H608N100O120S3,-1,191,58935,c79,8
C385H608N100O120S3,0,191,207707,c79,8
C385H608N100O120S3,1,191,60700,c79,8
C385H608N100O120S3,-1,191,55801,c79,9
C385H608N100O120S3,0,191,257157,c79,9
C401H631N105O125S3,-1,191,774,c82,8
C401H631N105O125S3,-1,191,23516,c82,10
C412H651N111O128S3,1,191,73018,c84,9
C421H667N113O130S3,-1,191,127499,c86,10
C421H667N113O130S3,4,191,42564,c86,10
C430H676N114O132S3,-1,191,9664,c87,8
C430H676N114O132S3,1,191,141991,c87,8
C439H692N116O135S3,-1,191,111787,c89,9
C439H692N116O135S3,3,191,301042,c89,9
C439H692N116O135S3,1,191,228635,c89,10
C445H699N119O136S3,-1,191,78648,c90,9
C445H699N119O136S3,2,191,80175,c90,9
C445H699N119O136S3,-1,191,164753,c90,10
C445H699N119O136S3,2,191,89757,c90,10
C445H699N119O136S3,1,191,151263,c90,11
C448H704N120O138S3,0,191,234636,c91,9
C448H704N120O138S3,1,191,251170,c91,9
C448H704N120O138S3,-1,191,95763,c91,10
C448H704N120O138S3,0,191,51072,c91,10
C454H716N124O139S3,0,191,62301,c92,11
C454H716N124O139S3,3,191,625,c92,11
C460H727N125O140S3,0,191,236886,c93,10
C464H732N126O143S3,-1,191,99535,c94,11
C470H744N128O144S3,1,191,277370,c95,11
C470H744N128O144S3,-1,191,14260,c95,12
C470H744N128O144S3,0,191,45208,c95,12
C470H744N128O144S3,4,191,75449,c95,12
C479H758N130O148S3,2,191,178942,c97,10
C479H758N130O148S3,0,191,225618,c97,11
C484H765N131O151S3,-1,191,149910,c98,10
C484H765N131O151S3,4,191,172632,c98,10
C484H765N131O151S3,0,191,310875,c98,11
C484H765N131O151S3,-1,191,130083,c98,12
C494H782N134O155S3,3,191,132644,c100,10
C494H782N134O155S3,0,191,58098,c100,11
C494H782N134O155S3,1,191,189027,c100,11
C505H802N140O158S3,0,191,214678,c102,11
C505H802N140O158S3,-1,191,133827,c102,12
C548H862N148O169S3,0,191,165000,c109,11
C552H869N149O171S3,-1,191,243494,c110,13
C13H22N3O7,0,191,259486,z3,1
C13H22N3O7,1,191,18571,z3,1
C18H29N4O10,0,191,161512,z4,1
C18H29N4O10,1,191,5593,z4,1
C21H34N5O12,0,191,204230,z5,1
C27H41N8O13,0,191,282748,z6,1
C27H41N8O13,1,191,3,z6,1
C33H52N9O14,0,191,92114,z7,1
C37H59N10O16,0,191,177202,z8,1
C37H59N10O16,1,191,11363,z8,1
C37H59N10O16,5,191,14844,z8,1
C37H59N10O16,6,191,58401,z8,1
C37H59N10O16,19,191,26484,z8,1
C37H59N10O16,20,191,12345,z8,1
C43H70N11O17,0,191,256097,z9,1
C43H70N11O17,1,191,23190,z9,1
C43H70N11O17,2,191,20294,z9,1
C43H70N11O17,0,191,25380,z9,2
C49H82N13O18,0,191,21379,z10,1
C49H82N13O18,1,191,18530,z10,1
C49H82N13O18,0,191,217943,z10,2
C55H94N15O19,0,191,491301,z11,2
C55H94N15O19,1,191,726,z11,2
C55H94N15O19,2,191,12132,z11,2
C55H94N15O19,0,191,25685,z11,3
C57H97N16O20,0,191,236681,z12,2
C57H97N16O20,1,191,44466,z12,2
C62H106N17O21,0,191,202649,z13,2
C62H106N17O21,1,191,1472,z13,2
C70H118N19O24,0,191,866395,z15,2
C70H118N19O24,2,191,7952,z15,2
C70H118N19O24,0,191,86111,z15,3
C74H123N20O27,0,191,502806,z16,2
C74H123N20O27,1,191,10971,z16,2
C74H123N20O27,0,191,85657,z16,3
C74H123N20O27,1,191,11233,z16,3
C77H128N21O29,0,191,441314,z17,2
C77H128N21O29,1,191,21547,z17,2
C77H128N21O29,19,191,15160,z17,2
C77H128N21O29,20,191,9353,z17,2
C77H128N21O29,0,191,91392,z17,3
C81H134N23O31,0,191,217239,z18,2
C81H134N23O31,1,191,103490,z18,2
C81H134N23O31,2,191,65755,z18,2
C81H134N23O31,14,191,70452,z18,2
C81H134N23O31,0,191,202881,z18,3
C87H145N24O32,0,191,146520,z19,2
C87H145N24O32,1,191,50996,z19,2
C87H145N24O32,0,191,43530,z19,3
C91H151N26O34,0,191,290913,z20,2
C91H151N26O34,1,191,28398,z20,2
C91H151N26O34,0,191,247611,z20,3
C95H158N27O36,0,191,129258,z21,2
C95H158N27O36,1,191,136087,z21,2
C95H158N27O36,4,191,145364,z21,2
C95H158N27O36,0,191,30517,z21,3
C104H175N30O38S1,1,191,121819,z23,2
C104H175N30O38S1,3,191,22412,z23,2
C104H175N30O38S1,5,191,105406,z23,2
C104H175N30O38S1,0,191,106955,z23,3
C107H180N31O40S1,0,191,68527,z24,3
C110H185N32O42S1,0,191,185746,z25,3
C110H185N32O42S1,1,191,1092,z25,3
C110H185N32O42S1,0,191,34074,z25,4
C116H192N35O43S1,0,191,76063,z26,4
C116H192N35O43S1,1,191,53468,z26,4
C119H197N36O44S2,11,191,55142,z27,3
C124H205N38O46S2,16,191,93289,z28,3
C124H205N38O46S2,0,191,62305,z28,4
C133H221N40O49S2,0,191,100727,z30,4
C138H229N42O51S2,11,191,31944,z31,3
C138H229N42O51S2,12,191,39277,z31,3
C138H229N42O51S2,13,191,16171,z31,3
C138H229N42O51S2,0,191,98066,z31,4
C144H241N44O52S2,4,191,145113,z32,3
C144H241N44O52S2,10,191,72370,z32,3
C144H241N44O52S2,0,191,308000,z32,4
C144H241N44O52S2,0,191,103234,z32,5
C146H244N45O53S2,0,191,101275,z33,3
C146H244N45O53S2,1,191,60959,z33,3
C146H244N45O53S2,0,191,250886,z33,4
C146H244N45O53S2,0,191,54908,z33,5
C151H251N46O56S2,0,191,256197,z34,3
C151H251N46O56S2,1,191,151612,z34,3
C151H251N46O56S2,2,191,28913,z34,3
C151H251N46O56S2,10,191,62646,z34,3
C151H251N46O56S2,11,191,18294,z34,3
C151H251N46O56S2,12,191,11289,z34,3
C151H251N46O56S2,0,191,820500,z34,4
C151H251N46O56S2,10,191,77791,z34,4
C151H251N46O56S2,0,191,407134,z34,5
C157H258N49O57S2,0,191,377133,z35,4
C157H258N49O57S2,3,191,31605,z35,4
C157H258N49O57S2,11,191,43150,z35,4
C157H258N49O57S2,13,191,34829,z35,4
C157H258N49O57S2,0,191,277833,z35,5
C161H263N50O60S2,1,191,93847,z36,3
C161H263N50O60S2,0,191,199407,z36,4
C161H263N50O60S2,1,191,104327,z36,4
C161H263N50O60S2,0,191,209241,z36,5
C161H263N50O60S2,1,191,160881,z36,5
C161H263N50O60S2,0,191,123271,z36,6
C161H263N50O60S2,2,191,50937,z36,6
C165H270N51O62S2,0,191,299335,z37,4
C165H270N51O62S2,1,191,9966,z37,4
C165H270N51O62S2,0,191,330017,z37,5
C165H270N51O62S2,0,191,47901,z37,6
C176H280N53O63S2,0,191,146500,z38,4
C176H280N53O63S2,0,191,128306,z38,5
C176H280N53O63S2,1,191,74834,z38,5
C176H280N53O63S2,0,191,86511,z38,6
C176H280N53O63S2,1,191,22141,z38,6
C184H292N55O66S2,0,191,61103,z40,3
C184H292N55O66S2,2,191,70688,z40,3
C184H292N55O66S2,0,191,538680,z40,4
C184H292N55O66S2,1,191,31269,z40,4
C184H292N55O66S2,0,191,534707,z40,5
C184H292N55O66S2,14,191,114736,z40,5
C184H292N55O66S2,0,191,191890,z40,6
C205H328N59O70S2,0,191,174313,z44,4
C205H328N59O70S2,2,191,32968,z44,4
C205H328N59O70S2,2,191,15897,z44,6
C209H333N60O73S2,0,191,169474,z45,4
C209H333N60O73S2,1,191,308398,z45,4
C209H333N60O73S2,0,191,802963,z45,5
C209H333N60O73S2,4,191,5581,z45,5
C209H333N60O73S2,0,191,872112,z45,6
C209H333N60O73S2,0,191,169076,z45,7
C215H345N62O74S2,0,191,238020,z46,5
C215H345N62O74S2,4,191,97807,z46,5
C215H345N62O74S2,0,191,490134,z46,6
C215H345N62O74S2,4,191,10480,z46,6
C215H345N62O74S2,0,191,461424,z46,7
C219H352N63O76S2,1,191,106800,z47,5
C219H352N63O76S2,2,191,94001,z47,6
C219H352N63O76S2,0,191,70913,z47,7
C219H352N63O76S2,1,191,80284,z47,7
C228H361N64O77S2,0,191,81079,z48,4
C228H361N64O77S2,1,191,36647,z48,4
C228H361N64O77S2,0,191,317438,z48,5
C228H361N64O77S2,1,191,98448,z48,5
C228H361N64O77S2,2,191,49352,z48,5
C228H361N64O77S2,0,191,643702,z48,6
C228H361N64O77S2,0,191,303447,z48,7
C237H370N65O78S2,0,191,152789,z49,4
C237H370N65O78S2,0,191,260581,z49,5
C237H370N65O78S2,2,191,117451,z49,5
C237H370N65O78S2,0,191,458389,z49,6
C237H370N65O78S2,1,191,893,z49,6
C237H370N65O78S2,4,191,15975,z49,6
C237H370N65O78S2,0,191,278626,z49,7
C242H377N66O81S2,0,191,61925,z50,5
C242H377N66O81S2,1,191,190816,z50,5
C242H377N66O81S2,0,191,247733,z50,6
C242H377N66O81S2,0,191,172000,z50,7
C247H384N67O84S2,7,191,44268,z51,4
C247H384N67O84S2,9,191,128865,z51,4
C247H384N67O84S2,10,191,53846,z51,4
C247H384N67O84S2,0,191,109587,z51,5
C247H384N67O84S2,1,191,49675,z51,5
C247H384N67O84S2,3,191,83684,z51,5
C247H384N67O84S2,5,191,22436,z51,5
C247H384N67O84S2,6,191,345800,z51,5
C247H384N67O84S2,8,191,113223,z51,5
C247H384N67O84S2,12,191,129190,z51,5
C247H384N67O84S2,0,191,397396,z51,6
C247H384N67O84S2,6,191,633,z51,6
C247H384N67O84S2,8,191,195456,z51,6
C247H384N67O84S2,9,191,104100,z51,6
C247H384N67O84S2,0,191,252280,z51,7
C247H384N67O84S2,1,191,77242,z51,7
C247H384N67O84S2,5,191,5820,z51,7
C253H395N68O85S2,6,191,121356,z52,5
C253H395N68O85S2,11,191,97612,z52,5
C256H400N69O86S2,0,191,145316,z53,5
C256H400N69O86S2,1,191,44582,z53,5
C256H400N69O86S2,0,191,246862,z53,6
C256H400N69O86S2,0,191,291513,z53,7
C262H412N71O87S2,0,191,187031,z54,5
C262H412N71O87S2,2,191,57602,z54,5
C262H412N71O87S2,3,191,96520,z54,5
C262H412N71O87S2,0,191,46291,z54,6
C262H412N71O87S2,1,191,267246,z54,6
C262H412N71O87S2,0,191,628920,z54,7
C262H412N71O87S2,0,191,186406,z54,8
C262H412N71O87S2,1,191,16720,z54,8
C262H412N71O87S2,2,191,35434,z54,8
C267H420N73O89S2,0,191,223506,z55,6
C267H420N73O89S2,0,191,218359,z55,7
C267H420N73O89S2,2,191,64419,z55,7
C273H432N77O90S2,2,191,223528,z56,5
C273H432N77O90S2,6,191,208472,z56,5
C273H432N77O90S2,7,191,75262,z56,5
C273H432N77O90S2,0,191,185473,z56,6
C273H432N77O90S2,1,191,178662,z56,6
C273H432N77O90S2,5,191,629966,z56,6
C273H432N77O90S2,7,191,130345,z56,6
C273H432N77O90S2,0,191,201805,z56,7
C273H432N77O90S2,1,191,260793,z56,7
C273H432N77O90S2,2,191,65656,z56,7
C273H432N77O90S2,3,191,348111,z56,7
C273H432N77O90S2,0,191,547703,z56,8
C273H432N77O90S2,5,191,94260,z56,8
C273H432N77O90S2,6,191,60506,z56,8
C273H432N77O90S2,0,191,46382,z56,9
C273H432N77O90S2,1,191,8411,z56,9
C273H432N77O90S2,3,191,28311,z56,9
C279H444N79O91S2,0,191,78395,z57,6
C279H444N79O91S2,1,191,215263,z57,6
C279H444N79O91S2,6,191,118395,z57,6
C279H444N79O91S2,0,191,196445,z57,7
C279H444N79O91S2,4,191,179135,z57,7
C279H444N79O91S2,5,191,55310,z57,7
C279H444N79O91S2,0,191,123261,z57,8
C279H444N79O91S2,2,191,117659,z57,8
C279H444N79O91S2,6,191,70906,z57,8
C279H444N79O91S2,0,191,71945,z57,9
C279H444N79O91S2,3,191,2575,z57,9
C283H449N80O94S2,0,191,215374,z58,6
C283H449N80O94S2,2,191,243093,z58,6
C283H449N80O94S2,0,191,511859,z58,7
C283H449N80O94S2,1,191,57194,z58,7
C283H449N80O94S2,3,191,33886,z58,7
C283H449N80O94S2,0,191,472408,z58,8
C283H449N80O94S2,1,191,50414,z58,8
C283H449N80O94S2,0,191,163774,z58,9
C288H456N81O97S2,0,191,71425,z59,6
C288H456N81O97S2,1,191,101390,z59,6
C288H456N81O97S2,0,191,86717,z59,7
C288H456N81O97S2,1,191,304934,z59,7
C288H456N81O97S2,0,191,352112,z59,8
C288H456N81O97S2,0,191,133716,z59,9
C297H470N83O101S2,0,191,65002,z61,6
C297H470N83O101S2,1,191,145665,z61,6
C297H470N83O101S2,0,191,37393,z61,7
C297H470N83O101S2,1,191,325416,z61,7
C297H470N83O101S2,0,191,348619,z61,8
C297H470N83O101S2,0,191,132275,z61,9
C303H482N85O102S2,0,191,66808,z62,7
C303H482N85O102S2,1,191,385572,z62,7
C303H482N85O102S2,0,191,189618,z62,8
C307H487N86O105S2,1,191,170228,z63,6
C307H487N86O105S2,0,191,223675,z63,8
C307H487N86O105S2,4,191,162388,z63,8
C307H487N86O105S2,0,191,217183,z63,9
C313H498N87O106S2,1,191,3880,z64,7
C313H498N87O106S2,2,191,128540,z64,7
C313H498N87O106S2,0,191,127480,z64,8
C313H498N87O106S2,1,191,48545,z64,8
C313H498N87O106S2,0,191,104935,z64,9
C319H510N91O107S2,0,191,236559,z65,7
C319H510N91O107S2,0,191,307119,z65,8
C319H510N91O107S2,5,191,40720,z65,8
C319H510N91O107S2,1,191,104434,z65,9
C319H510N91O107S2,2,191,60667,z65,9
C322H515N92O109S2,1,191,133827,z66,7
C322H515N92O109S2,0,191,259092,z66,8
C322H515N92O109S2,1,191,31317,z66,8
C322H515N92O109S2,3,191,4350,z66,8
C322H515N92O109S2,0,191,208352,z66,9
C322H515N92O109S2,2,191,6085,z66,9
C328H522N95O110S2,0,191,213934,z67,9
C328H522N95O110S2,2,191,16224,z67,9
C331H527N96O112S2,0,191,101865,z68,9
C337H538N97O113S2,0,191,96480,z69,8
C337H538N97O113S2,4,191,74575,z69,8
C337H538N97O113S2,0,191,133238,z69,9
C337H538N97O113S2,1,191,23508,z69,9
C346H547N98O115S2,0,191,110325,z70,8
C346H547N98O115S2,0,191,135021,z70,9
C346H547N98O115S2,0,191,100314,z70,10
C352H558N99O116S2,1,191,103209,z71,8
C352H558N99O116S2,2,191,52606,z71,8
C352H558N99O116S2,0,191,15697,z71,9
C352H558N99O116S2,2,191,206420,z71,9
C352H558N99O116S2,0,191,86537,z71,10
C366H583N106O120S2,0,191,155333,z74,9
C366H583N106O120S2,4,191,20905,z74,9
C366H583N106O120S2,0,191,149748,z74,10
C378H601N110O122S2,3,191,120172,z76,9
C382H606N111O125S2,3,191,205941,z77,8
C382H606N111O125S2,0,191,207768,z77,9
C396H625N114O132S2,3,191,181717,z80,9
C396H625N114O132S2,5,191,5249,z80,9
C396H625N114O132S2,0,191,100431,z80,10
C396H625N114O132S2,1,191,17725,z80,10
C407H643N116O136S2,0,191,43816,z82,10
C407H643N116O136S2,4,191,130981,z82,10
C407H643N116O136S2,0,191,127400,z82,11
C412H652N117O137S2,0,191,51420,z83,10
C412H652N117O137S2,2,191,48708,z83,10
C421H665N120O140S2,2,191,241346,z85,10
C421H665N120O140S2,1,191,134838,z85,11
C421H665N120O140S2,4,191,42945,z85,11
C435H690N123O143S2,0,191,81601,z88,11
C435H690N123O143S2,2,191,20422,z88,11
C435H690N123O143S2,0,191,184488,z88,12
C435H690N123O143S2,2,191,148270,z88,12
C446H709N126O146S2,0,191,201175,z90,11
C446H709N126O146S2,0,191,109847,z90,12
C450H714N127O149S2,1,191,183990,z91,10
C450H714N127O149S2,0,191,43598,z91,11
C450H714N127O149S2,2,191,38693,z91,11
C450H714N127O149S2,3,191,60598,z91,11
C459H730N129O152S2,0,191,21512,z93,10
C459H730N129O152S2,3,191,192465,z93,10
C459H730N129O152S2,0,191,107111,z93,11
C459H730N129O152S2,1,191,12096,z93,11
C459H730N129O152S2,3,191,107420,z93,11
C459H730N129O152S2,0,191,124035,z93,12
C470H740N131O153S2,0,191,28597,z94,10
C470H740N131O153S2,0,191,50665,z94,11
C470H740N131O153S2,1,191,264820,z94,11
C485H761N136O155S2,0,191,108357,z96,10
C491H773N138O156S2,2,191,144356,z97,10
C491H773N138O156S2,5,191,89447,z97,10
C491H773N138O156S2,7,191,68426,z97,10
C491H773N138O156S2,1,191,215967,z97,11
C491H773N138O156S2,0,191,58865,z97,12
C491H773N138O156S2,4,191,144867,z97,12
C491H773N138O156S2,5,191,114850,z97,12
C502H790N141O160S2,1,191,178824,z100,12
C502H790N141O160S2,0,191,85261,z100,13
C502H790N141O160S2,4,191,57590,z100,13
C724H1139N198O229S3,3,191,89894,z145,17
C767H1211N210O245S5,0,191,209605,z156,17
C767H1211N210O245S5,3,191,120073,z156,17
C16H30N6O6S1,3,192,16717,c5,1
C16H30N6O6S1,4,192,26180,c5,1
C16H30N6O6S1,5,192,35888,c5,1
C16H30N6O6S1,6,192,11262,c5,1
C16H30N6O6S1,8,192,26202,c5,1
C16H30N6O6S1,14,192,32559,c5,1
C16H30N6O6S1,20,192,14161,c5,1
C32H56N10O12S2,8,192,33117,c9,2
C32H56N10O12S2,9,192,38392,c9,2
C32H56N10O12S2,15,192,27440,c9,2
C38H68N12O13S2,2,192,131095,c10,2
C52H92N16O19S2,15,192,75864,c13,3
C77H134N22O26S3,4,192,19569,c18,4
C669H1051N183O208S4,2,192,193318,c134,19
C18H29N4O10,2,192,28473,z4,1
C18H29N4O10,4,192,43317,z4,1
C18H29N4O10,6,192,14326,z4,1
C18H29N4O10,7,192,13704,z4,1
C18H29N4O10,8,192,7817,z4,1
C18H29N4O10,12,192,26966,z4,1
C18H29N4O10,18,192,10246,z4,1
C18H29N4O10,20,192,51347,z4,1
C37H59N10O16,5,192,30181,z8,2
C37H59N10O16,6,192,72522,z8,2
C57H97N16O20,2,192,10391,z12,3
C62H106N17O21,3,192,32000,z13,3
C62H106N17O21,11,192,162055,z13,3
C16H30N6O6S1,4,193,26832,c5,1
C16H30N6O6S1,6,193,29924,c5,1
C16H30N6O6S1,9,193,31812,c5,1
C16H30N6O6S1,14,193,10010,c5,1
C16H30N6O6S1,16,193,40323,c5,1
C38H68N12O13S2,-1,193,153896,c10,2
C38H68N12O13S2,2,193,99645,c10,2
C38H68N12O13S2,14,193,30169,c10,2
C52H92N16O19S2,9,193,183940,c13,3
C52H92N16O19S2,15,193,129836,c13,3
C121H208N34O38S3,3,193,94868,c27,6
C439H692N116O135S3,3,193,157861,c89,18
C18H29N4O10,4,193,43085,z4,1
C18H29N4O10,8,193,35740,z4,1
C18H29N4O10,12,193,30366,z4,1
C18H29N4O10,13,193,43820,z4,1
C18H29N4O10,20,193,10385,z4,1
C18H29N4O10,21,193,224344,z4,1
C37H59N10O16,19,193,17773,z8,2
C55H94N15O19,0,193,35307,z11,3
C55H94N15O19,17,193,14330,z11,3
C57H97N16O20,6,193,94490,z12,3
C62H106N17O21,11,193,184404,z13,3
C62H106N17O21,15,193,31364,z13,3
C62H106N17O21,16,193,6603,z13,3
C77H128N21O29,1,193,34420,z17,4
C77H128N21O29,2,193,53427,z17,4
C77H128N21O29,17,193,116524,z17,4
C81H134N23O31,13,193,94036,z18,4
C87H145N24O32,8,193,83221,z19,4
C138H229N42O51S2,13,193,106780,z31,7
C16H30N6O6S1,14,194,6963,c5,1
C16H30N6O6S1,15,194,19856,c5,1
C38H68N12O13S2,2,194,50209,c10,2
C38H68N12O13S2,3,194,171246,c10,2
C52H92N16O19S2,3,194,45394,c13,3
C91H155N25O32S3,3,194,120786,c21,5
C669H1051N183O208S4,2,194,270900,c134,19
C18H29N4O10,4,194,39448,z4,1
C18H29N4O10,7,194,13696,z4,1
C18H29N4O10,10,194,72116,z4,1
C18H29N4O10,11,194,21552,z4,1
C18H29N4O10,12,194,8269,z4,1
C18H29N4O10,13,194,28701,z4,1
C18H29N4O10,16,194,9112,z4,1
C55H94N15O19,19,194,60436,z11,3
C57H97N16O20,6,194,60804,z12,3
C62H106N17O21,11,194,198157,z13,3
C81H134N23O31,2,194,80028,z18,4
C81H134N23O31,3,194,47866,z18,4
C119H197N36O44S2,2,194,27467,z27,6
C138H229N42O51S2,12,194,127159,z31,7
C16H30N6O6S1,5,195,172390,c5,1
C16H30N6O6S1,14,195,26361,c5,1
C16H30N6O6S1,16,195,44609,c5,1
C16H30N6O6S1,17,195,49673,c5,1
C16H30N6O6S1,20,195,28517,c5,1
C38H68N12O13S2,2,195,99015,c10,2
C52H92N16O19S2,11,195,60182,c13,3
C57H101N17O20S3,18,195,104456,c14,3
C77H134N22O26S3,13,195,25947,c18,4
C77H134N22O26S3,17,195,39699,c18,4
C91H155N25O32S3,2,195,86359,c21,5
C18H29N4O10,6,195,8372,z4,1
C18H29N4O10,8,195,7133,z4,1
C18H29N4O10,12,195,20552,z4,1
C18H29N4O10,13,195,28903,z4,1
C18H29N4O10,18,195,14941,z4,1
C37H59N10O16,7,195,55448,z8,2
C37H59N10O16,8,195,29658,z8,2
C37H59N10O16,18,195,22924,z8,2
C57H97N16O20,6,195,61757,z12,3
C62H106N17O21,11,195,174737,z13,3
C81H134N23O31,13,195,78772,z18,4
C87H145N24O32,8,195,76559,z19,4
C16H30N6O6S1,6,196,28299,c5,1
C16H30N6O6S1,14,196,22279,c5,1
C32H56N10O12S2,17,196,31501,c9,2
C38H68N12O13S2,2,196,113660,c10,2
C52H92N16O19S2,10,196,86638,c13,3
C52H92N16O19S2,16,196,37542,c13,3
C57H101N17O20S3,-1,196,46491,c14,3
C18H29N4O10,4,196,30525,z4,1
C18H29N4O10,6,196,13454,z4,1
C18H29N4O10,13,196,10231,z4,1
C18H29N4O10,20,196,54084,z4,1
C37H59N10O16,4,196,24928,z8,2
C37H59N10O16,15,196,52506,z8,2
C37H59N10O16,18,196,34846,z8,2
C37H59N10O16,19,196,24714,z8,2
C57H97N16O20,18,196,106256,z12,3
C62H106N17O21,8,196,82799,z13,3
C62H106N17O21,10,196,21740,z13,3
C62H106N17O21,11,196,159722,z13,3
C87H145N24O32,8,196,81268,z19,4
C16H30N6O6S1,4,197,53386,c5,1
C16H30N6O6S1,13,197,32906,c5,1
C16H30N6O6S1,14,197,7703,c5,1
C16H30N6O6S1,15,197,10505,c5,1
C16H30N6O6S1,18,197,7980,c5,1
C16H30N6O6S1,20,197,12128,c5,1
C32H56N10O12S2,0,197,29036,c9,2
C32H56N10O12S2,8,197,16554,c9,2
C32H56N10O12S2,9,197,77269,c9,2
C38H68N12O13S2,2,197,96282,c10,2
C52H92N16O19S2,15,197,146646,c13,3
C57H101N17O20S3,18,197,138553,c14,3
C18H29N4O10,2,197,24972,z4,1
C18H29N4O10,3,197,17029,z4,1
C18H29N4O10,10,197,89079,z4,1
C18H29N4O10,11,197,18943,z4,1
C18H29N4O10,12,197,47763,z4,1
C18H29N4O10,15,197,7517,z4,1
C18H29N4O10,21,197,285511,z4,1
C37H59N10O16,18,197,51729,z8,2
C43H70N11O17,5,197,45973,z9,2
C43H70N11O17,10,197,110640,z9,2
C55H94N15O19,0,197,44036,z11,3
C62H106N17O21,11,197,223261,z13,3
C77H128N21O29,5,197,49194,z17,4
C116H192N35O43S1,15,197,42879,z26,6
C16H30N6O6S1,-1,198,44553,c5,1
C16H30N6O6S1,0,198,105059,c5,1
C16H30N6O6S1,1,198,88229,c5,1
C16H30N6O6S1,2,198,61866,c5,1
C16H30N6O6S1,3,198,15618,c5,1
C16H30N6O6S1,4,198,260733,c5,1
C16H30N6O6S1,11,198,144403,c5,1
C16H30N6O6S1,12,198,15774,c5,1
C16H30N6O6S1,13,198,59642,c5,1
C16H30N6O6S1,15,198,20127,c5,1
C32H56N10O12S2,13,198,108099,c9,2
C52H92N16O19S2,-1,198,64774,c13,3
C52H92N16O19S2,6,198,235648,c13,3
C68H120N20O23S3,5,198,119541,c16,4
C93H158N26O33S3,0,198,404472,c22,5
C115H197N33O37S3,3,198,161127,c26,6
C18H29N4O10,1,198,27418,z4,1
C18H29N4O10,2,198,18980,z4,1
C18H29N4O10,4,198,132573,z4,1
C18H29N4O10,6,198,7609,z4,1
C18H29N4O10,7,198,32899,z4,1
C18H29N4O10,10,198,34237,z4,1
C18H29N4O10,11,198,13274,z4,1
C18H29N4O10,13,198,43390,z4,1
C18H29N4O10,17,198,23090,z4,1
C37H59N10O16,4,198,1255909,z8,2
C37H59N10O16,7,198,94222,z8,2
C37H59N10O16,10,198,76058,z8,2
C37H59N10O16,11,198,36106,z8,2
C43H70N11O17,4,198,41533,z9,2
C55H94N15O19,3,198,262549,z11,3
C55H94N15O19,15,198,74076,z11,3
C57H97N16O20,5,198,48477,z12,3
C57H97N16O20,6,198,44614,z12,3
C57H97N16O20,7,198,7073,z12,3
C57H97N16O20,8,198,25222,z12,3
C57H97N16O20,11,198,31391,z12,3
C57H97N16O20,12,198,30565,z12,3
C57H97N16O20,14,198,20511,z12,3
C57H97N16O20,15,198,16454,z12,3
C57H97N16O20,16,198,89586,z12,3
C62H106N17O21,8,198,395819,z13,3
C62H106N17O21,11,198,211109,z13,3
C74H123N20O27,1,198,141248,z16,4
C74H123N20O27,3,198,24365,z16,4
C74H123N20O27,10,198,39429,z16,4
C77H128N21O29,0,198,41204,z17,4
C77H128N21O29,11,198,196080,z17,4
C77H128N21O29,12,198,45672,z17,4
C95H158N27O36,0,198,182194,z21,5
C95H158N27O36,1,198,845841,z21,5
C95H158N27O36,5,198,21962,z21,5
C95H158N27O36,6,198,82364,z21,5
C95H158N27O36,11,198,8366,z21,5
C16H30N6O6S1,0,199,110073,c5,1
C16H30N6O6S1,1,199,467367,c5,1
C16H30N6O6S1,2,199,109909,c5,1
C16H30N6O6S1,3,199,75427,c5,1
C16H30N6O6S1,7,199,45676,c5,1
C16H30N6O6S1,11,199,105622,c5,1
C16H30N6O6S1,13,199,42623,c5,1
C16H30N6O6S1,14,199,33936,c5,1
C32H56N10O12S2,13,199,113221,c9,2
C52H92N16O19S2,-1,199,24900,c13,3
C52H92N16O19S2,1,199,87096,c13,3
C52H92N16O19S2,3,199,89903,c13,3
C68H120N20O23S3,5,199,121991,c16,4
C68H120N20O23S3,8,199,180405,c16,4
C91H155N25O32S3,4,199,91665,c21,5
C91H155N25O32S3,5,199,91699,c21,5
C93H158N26O33S3,-1,199,373147,c22,5
C93H158N26O33S3,2,199,83812,c22,5
C93H158N26O33S3,9,199,90439,c22,5
C121H208N34O38S3,2,199,23351,c27,6
C121H208N34O38S3,5,199,87789,c27,6
C121H208N34O38S3,6,199,176083,c27,6
C18H29N4O10,2,199,30639,z4,1
C18H29N4O10,3,199,91459,z4,1
C18H29N4O10,5,199,32361,z4,1
C18H29N4O10,7,199,127288,z4,1
C18H29N4O10,11,199,13428,z4,1
C18H29N4O10,12,199,49833,z4,1
C18H29N4O10,13,199,2773,z4,1
C37H59N10O16,4,199,1216207,z8,2
C37H59N10O16,7,199,75685,z8,2
C37H59N10O16,12,199,119095,z8,2
C37H59N10O16,16,199,34914,z8,2
C43H70N11O17,10,199,60180,z9,2
C55H94N15O19,3,199,288398,z11,3
C55H94N15O19,5,199,156562,z11,3
C55H94N15O19,12,199,63216,z11,3
C57H97N16O20,3,199,106158,z12,3
C57H97N16O20,6,199,46695,z12,3
C57H97N16O20,7,199,27406,z12,3
C57H97N16O20,13,199,30468,z12,3
C62H106N17O21,8,199,508519,z13,3
C77H128N21O29,1,199,68208,z17,4
C77H128N21O29,9,199,194330,z17,4
